510,62020,T,"Mooroopna, S5 Homewood Drive, D&C 2X2 Br Houses For Ahb",,,$0.00 ,Housing,,,,800677
557,85833,T,Taylors Lakes S C New School,Taylors Lakes,,$0.00 ,Housing,,,,801038
558,41337,T,"Maryborough, 13 Burke St - 6X1 Br Opu",,,,Housing,,,,801385
564,106179,T,"Construct 2 Buildings, Gordon Institute, Geelong",,,,Housing,,,,801405
567,1720,T,"Construct 13 Units, Ballarat Rd, Maidstone",Maidstone,,$0.00 ,DHS,,,,801548
591,8231,T,"Ballarat Rd, Braybrook",Braybrook,,$0.00 ,DHS,,,,801548
592,2141,T,"2 Rose St, Pascoe Vale",Pascoe Vale,,$0.00 ,DHS,,,,801548
597,5616,T,"29 OPUs, Chapel Rd, Moorabbin",Moorabbin,,$0.00 ,DHS,,,,801548
656,1586,T,"13 OPUs, Ida St, Brunswick East",Brunswick East,,$0.00 ,DHS,,,,801548
658,12874,T,"Construct 6 Units, Westbourne Rd, Kensington",Kensington,,$0.00 ,DHS,,,,801548
753,17466,T,"Construct 10 Units, Alexandra Pde, Collingwood",Collingwood,,$0.00 ,DHS,,,,801548
827,1878,T,"Construct 10 Units, Epsom Rd, Kensington",Kensington,,$0.00 ,DHS,,,,801548
866,13042,T,"Construct 10 Opu'S, Shepherd Crt, Williamstown",Williamstown,,$0.00 ,DHS,,,,801548
885,17480,T,"Construct 1X2 & 1X3 Br House  36 Hornsey Park, Mildura",,,$0.00 ,Housing,,,,801550
886,71827,T,"Broadmeadows, Metelman Court - 8 X Family Units",Broadmeadows,,,DHS,,,,801548
1022,1342-26819,S,Housing Masterplan Strategy,Norlane/Corio,,"$48,000.00 ",N/W Asset Improvement,,2002/08/15,,850606
1023,128462,S,"2x2 Bedroom Dual Occupancy Family Units at 182 Bedford Road, Heathmont",Heathmont,,"$280,000.00 ",Outer Metro Projects Branch,,,,805979
1024,128272,S,"High Rise Upgrades Projects at 12 Sutton St, North Melbourne  (9 Flats) 41,49,42,43,44,47,48 & 46.",North Melbourne,,"$500,000.00 ",DHS,,,,852196
1025,122582,S,Construct 8 Fully Detached Family Houses (Note: Design based on OOH Standard Plans),,,"$40,000.00 ",DHS,2002/03/14,2002/07/07,,805472
1026,128276,T,"Upgrade of Type 61 High Rise Flats at Prahran, Carlton, North Melbourne, Flemington, Williamstown",Prahran/Carlton/Nth Melbourne,,"$3,388,800.00 ",DHS,2002/07/10,,,827000
1056,113028,S,"Dual Occupancy - 57 Cheviot Ave, Berwick",Berwick,,"$6,000.00 ",DHS,2000/05/30,2002/07/18,,805414
1073,128052,T,"Conversion of High Rise Flats at 127 Gordon St, Footscray, Floors 5,7,8,9, & 11.",Footscray,,"$355,221.00 ",DHS/South East Asset Improvement,2002/10/25,2003/06/05,,829605
1149,124485,S,"1x7 Bed CRU at 1 James Street, Noble Park",Noble Park,,"$32,450.00 ",Community Projects Branch,2002/07/26,2002/08/30,,805788
1150,77442,S,"Eucalypt Drive, Pisces Crt, Kenthurst Crt, Lilydale",Lilydale,,"$30,608.00 ",Community Projects Branch,1996/10/17,1997/10/24,,843188
1151,122888,S,"1x3Br Disability House at 50 Sheehan Cres, Shepparton",Shepparton,,"$15,000.00 ",Community Projects Branch,2001/12/21,2003/08/01,,843391
1165,11150,T,01/02 Villa Upgrade - Dandenong Area,Dandenong,,"$323,341.00 ",Project Services,,,,845219
1177,11150,T,01/02 Villa Upgrades Stage 6 Dandenong Area,Dandenong,,"$332,506.00 ",Project Services,,,,845219
1178,121643,T,Community Care Facility - 33 Thomas Mitchell Drive,Wodonga,,"$482,000.00 ",Dept of Human Services,2002/04/08,2002/12/05,,809297
1179,75378,T,"4 x EPUs, 22 Barkly Street Warrnambool",,,"$374,912.00 ",Dept Human Services,,1999/03/01,,801797
1180,92582,T,"Preston Area, Boldrewood - Laundry Conversion",,,,Housing,,,,801952
1181,94610,T,"Heidelberg Area - General External Works, 2 Upgrades",,,,Housing,,,,801952
1182,78388,T,Elderly Persons Units,East Geelong,,"$580,853.00 ",DHS,,,,803879
1276,13277,T,"Construct 5 Units, Shepherd Rd, Glen Waverley",,,$0.00 ,Housing,,,,802114
1278,2810,T,"Design & Construct 5 Units, Blue Gum Crt, Narre Warren",,,$0.00 ,Housing,,,,802114
1279,25250,T,"8 X 3 Br Units, Cecil St, Williamstown",,,$0.00 ,Housing,,,,802114
1329,18385,T,"Construct 8X3 Br Units  32 Patrick Avenue, Croydon Nth",,,$0.00 ,Housing,,,,802114
1333,13080,T,"25 E P Units, Williamstown",,,$0.00 ,Housing,,,,802114
1343,99223,T,Central Gippsland Area - Housing Upgrades,,,,Housing,,,,802418
1344,11193,T,01/02 Program Maintenance Stage 2,Dandenong,,"$281,845.00 ",DHS,,,,840790
1345,89232,T,"Kitchen, Bathroom, Laundry Upgrades To 20 Houses - Mildura, Irymple & Redcliffs",Mildura/Irrymple/Redcliffs,,$0.00 ,Housing,,,,802644
1440,99131,T,Minor Upgrade & Maintenance - Redcliffs,Redcliffs,,$0.00 ,Housing,,,,802644
1441,113834,T,Long Gully Villa Upgrades Project No: 1342-25263,Long Gully,,"$451,341.00 ",Dept of Human Services,2000/08/17,2001/02/15,,814693
1442,113839,T,Long Gully Villa Upgrades - Project No: 1342-25263,Long Gully,,"$380,619.00 ",Dept of Human Services,,2000/12/22,,809969
1443,27876,T,"Construct 20 Townhouses, Hotham Estate",North Melbourne,,$0.00 ,Housing,,,,802742
1444,2067,T,"58 Units, The Esplanade, St Kilda",St Kilda,,$0.00 ,Housing,,,,802742
1445,39642,T,"Construct 68 Units, Hotham Estate, North Melbourne",North Melbourne,,$0.00 ,Housing,,,,802742
1446,24032,T,"52 Haig St, Sth Melbourne",South Melbourne,,$0.00 ,Housing,,,,802742
1484,65271,T,"Fitzroy, Holden & Bennett Sts",Fitzroy,,,Housing,,,,802742
1485,46820,T,"11 The Strand, Moonee Ponds",Moonee Ponds,,,Housing,,,,802742
1498,117076,T,"Refurbishment of community centre - 13A Wingate Ave, Ascot Vale",Ascot Vale,,"$145,007.00 ",Housing,2001/11/27,2002/04/18,,802877
1759,133140,T,Demolition - Lawrence Secondary,,,$0.00 ,DHS,,,,802963
1797,1353,T,"Construct 12 Units, Browning Ave, Cheltenham",Cheltenham,,$0.00 ,Housing,,,,802963
1798,24687,T,"Moe, Kingsford Street - 4 Units",,,$0.00 ,Housing,,,,803007
1817,128123,S,"Fire Reinstatement - 5 Clara St, Brunswick",Brunswick,,"$8,500.00 ",Dept of Housing,,,,845930
1818,128272,S,"Internal H/R Upgrades at 12 Sutton St, North Melbourne (4th Flr)",North Melbourne,,"$50,000.00 ",DHS,2002/10/03,,,900245
1832,20451,T,13 Unit Development (3x2B and 10x1B) Rutherford Street Swan Hill,"Rutherford Street, Swan Hill",,"$719,164.00 ",Ministry Of Housing,1994/02/25,1994/11/22,,803318
1863,20451,T,13 Unit Development (3x2B and 10x1B) Rutherford Street Swan Hill,"Rutherford Street, Swan Hill",,"$719,164.00 ",Ministry Of Housing,1994/02/25,1994/11/22,,803318
1870,20451,T,13 Unit Development (3x2B and 10x1B) Rutherford Street Swan Hill,"Rutherford Street, Swan Hill",,"$719,164.00 ",Ministry Of Housing,1994/02/25,1994/11/22,,803318
1871,24639,T,"Construct 6 Units, Iris St, Horsham",,,$0.00 ,Housing,,,,803329
1915,93087,T,Internal & External Upgrade Houses - St Arnaud,,,,Housing,,,,803329
1979,81174,T,"Heidelberg, External Upgrade 16 Houses",,,$0.00 ,Housing,,,,803639
2065,84041,T,"Upagrade To Various Properties, Heidelberg",,,$0.00 ,Housing,,,,803639
2066,94068,T,"Northcote, Agg St - Stage B, Bedsit Conversion & Upgrade",,,$0.00 ,Housing,,,,803639
2084,94066,T,"Northcote, Agg St - Stage A, Bedsit Conversion & Upgrade",,,$0.00 ,Housing,,,,803639
2085,104187,T,Heidelberg - 5Th Br And Upgrade,,,$0.00 ,Housing,,,,803639
2329,105262,T,Five Reinstatements - Fawkner,,,$0.00 ,Housing,,,,803639
2331,13550,T,"Construct 9 Units, Deborah St, Werribee",Werribee,,$0.00 ,Dept of Housing,,,,803879
2332,85774,T,"Bedsit Upgrade Stage 2 - 1A Lawton Avenue, Geelong West",Geelong West,,$0.00 ,Dept of Housing,,,,803879
2372,88254,T,"Goulburn Valley Tafe, Seymour",Seymour,,$0.00 ,DHS,,,,804641
2373,73745,T,"Upgrade & Extension - Hume Street, Echuca",,,$0.00 ,Housing,,,,804605
2440,106161,S,South Melbourne   New Roof and External Painting   Dorcas Street,,,,HOUSING,,,,805156
2499,101181,S,"7X2 Br Family Units, Mitchell St, Broadmeadows",Boadmeadows,,,DHS,,,,805020
2500,122097,S,Berwick Primary School,Berwick,,$0.00 ,Berwick Primary School,,,,805021
2501,149871,S,Cockatoo Primary School - Redevelopment of oval and carpark,Cockatoo,,$0.00 ,OOB,,,,805021
2502,84034,T,"Broadmeadows Area, Roof Trusses",,,$0.00 ,Housing,,,,803639
2516,023-3165,S,Neerim Street Drouin - Community Service Residence,Drouin,,$0.00 ,HOUSING,,,,805034
2706,195847,S,Werribee Grange Secondary College - Stage 3,Werribee,,$0.00 ,OOB,,,,805047
2707,56615,S,"Braybrook, 10-12 Athol St. 6x1 Br OP Units",,,$0.00 ,HOUSING,,,,805069
2708,59755,S,Chelsea - 13-15 Sherwood Ave. - 10 OP Units,,,$0.00 ,HOUSING,,,,805069
2748,95693,S,"1 x 6 Bed Cru -5 First Abve, Box Hill North",Box Hill North,,,DHS,,,,805074
2862,81875,S,Upgrade Fire Station,Various,,,CFA,,,,805074
2899,24032,S,Rooming House Upgrade - 52 Haig Street South Melbourne,South Melbourne,,$0.00 ,HOUSING,,,,805243
2900,94203,S,Fire rectification works at Whtitington (Geelong),Whittington,,$0.00 ,HOUSING,,,,805302
2901,96369,S,Disability modifications Bellbird Ave Geelong,Geelong,,$0.00 ,HOUSING,,,,805302
2910,61784,T,9 & 13 Perry St - 3 X Opu & 2X2Br Family Units - Wangaratta,Wangaratta,,,Housing,,,,804641
2911,86692,S,"Norlane, 103-105 Princes Hwy - 8 x EP units",Norlane,,$0.00 ,HOUSING,,,,805302
2953,51867,S,"Mildura, Matthew Flinders Drive, 16 OPU's",Mildura,,$0.00 ,HOUSING,,,,805145
3154,73262,S,Horsham - Bedsit conversion,Horsham,,$0.00 ,HOUSING,,,,805145
3157,34625,S,"7 Kalimna avenue, Horsham - Construction  of 4x1 br units",Horsham,,$0.00 ,HOUSING,,,,805145
3158,61309,S,"73-75 Carroll Crescent Glen Iris - 12 Older persons units (CD,DD & CD)",Glen Iris,,$0.00 ,HOUSING,,,,805150
3206,40512,S,Hotham redevelopment stage 2,Hotham,,,HOUSING,,,,805150
3290,89170,T,Lot 44 Aberdeen Drive Wodonga,Wodonga,,"$35,650.00 ",DHS,,1999/07/08,,804641
3291,110278,T,"1x6br CRU - Lot 6 & 7 Georges Say Court, Benalla",Benalla,,"$330,633.00 ",Housing,,2000/05/02,,804641
3293,13284,T,"Aitkins Rd, Warrnambool",,,$0.00 ,Housing,,,,804786
3294,113847,S,Villa Upgrades,Various,,"$12,740.00 ",HOUSING,2000/11/15,2001/04/12,,805162
3295,113854,S,Villa Upgrades,Various,,"$10,350.00 ",Dept of Housing,2001/12/15,2001/06/21,,805162
3296,108852,S,Villa Upgrades,Various,,"$8,338.00 ",HOUSING,2000/07/14,2001/01/01,,805162
3298,108855,S,Villa Upgrades,Various,,"$4,550.00 ",Dept of Housing,2000/08/16,2000/11/03,,805162
3299,62991,S,"5x2 Bed Family Units - 12 Watts Crt, White Hills",White Hills,,$0.00 ,HOUSING,,,,805166
3300,58458,S,"7 X one bedroom older persons units at 189 Reynard Road , Coburg",Coburg,,$0.00 ,DHS,,,,805208
3301,72881,S,"12 OPU's @ 15-21 Rob Roy Road ,Chadstone",Chadstone,,$0.00 ,DHS,,,,805208
3302,87141,S,"5 x OPU @ 11-13 Wattle Drive, Doveton",Doveton,,,DHS,,,,805208
3354,55393,S,"WARRANBOOL 27 OPU, 1 COMMUNITY CENTRE AND 2X2BR  ",,,$0.00 ,,,,,805222
3615,64845,S,"77 New Street, Ringwood - 3 Older persons units",Ringwood,,$0.00 ,DHS,,,,805248
3617,66671,S,77 New Street Ringwood - 3 Units,Ringwood,,$0.00 ,DHS,,,,805248
3618,66672,S,"5 Units, 4 Buna Court Ashburton",Ashburton,,$0.00 ,DHS,,,,805248
3620,81113,S,Geelong unit upgrade,Geelong,,$0.00 ,DHS,,,,805250
3621,77773,S,"Croydon, 2 Joffre Street - 1x6 Brm community care house",,,$0.00 ,HOUSING,,,,805320
3628,118329,S,7 family homes,,,"$40,000.00 ",Housing,2001/02/01,2001/08/01,,805332
3629,118328,S,7 family homes,Narre Warren & Berwick,,"$36,000.00 ",Housing,2001/02/01,2001/08/01,,805332
3685,55815,S,4 Older persons units,Various,,$0.00 ,HOUSING,,,,805338
3708,69530,S,5 Older persons units & 3 singles units,Various,,,HOUSING,,,,805338
3709,27450,S,5 Thomson Street Maidstone -2x2 BR Units,Maidstone,,$0.00 ,HOUSING,,,,805338
3731,70742,S,Sunshine Area 6 Family Detached Houses - Design & Construction,Sunshine,,,HOUSING,,,,805338
3732,98560,S,8 Detached Houses - Design & Construct,Various,,$0.00 ,HOUSING,,,,805338
3733,76945,S,Sunshine Area - construction of 5 design & construct houses,Sunshine,,,HOUSING,,,,805338
3734,110398,S,"1 X 3BR, 1 X sbr, 3 x 4Br Detached Houses - Design & Construct",Various,,$0.00 ,HOUSING,,,,805338
3735,107111,S,1x4 Bed (with Disabled facilities) Cranbourne,Cranbourne,,,HOUSING,,,,805338
3736,92693,S,South Melbourne   Internal Upgrade   Babak Road The Boulevard ,South Melbourne,,,HOUSING,,,,805338
3749,12829,T,"Construct 24 Townhouses, Rae St, Fitzroy",,,$0.00 ,Housing,,,,805346
3754,108637,S,Broadmeadows   2x2 Br & 2x3 Family units   46-50 Graham Street,,,,HOUSING,,,,805559
3813,98737,S,"6X1 Single Units, Racelo Ave, Broadmeadows",,,,HOUSING,,,,805559
3950,70632,S,4 x 2 Bedroom Family Units,,,$0.00 ,HOUSING,,,,805414
3951,66016,S,"8 x OP Units @ 8, 10 & 12 Barwick Place, Moe",Moe,,$0.00 ,HOUSING,,,,805414
3954,89611,S,2 x 2 Bedroom Adaptable Housing Units,,,$0.00 ,HOUSING,,,,805414
4015,95566,S,Werribee - 3 x dual occupancy developments (6 x 2 br units incl 2 x disabled mod),Werribee,,,HOUSING,,,,805414
4107,89611,S,2x2 Adaptable Housing Units Developments,,,$0.00 ,HOUSING,,,,805414
4185,113459,S,4x2 bedroom family units,,,"$34,000.00 ",Housing,,2001/09/01,,805414
4186,112863,S,2 x 2 BR & 4 x 3 BR detached family houses,,,"$16,000.00 ",Housing,,2001/08/01,,805414
4278,116935,S,Foyer upgrade,Prahran/ North Melbourne,,"$68,842.00 ",Housing,2000/10/20,2001/12/01,,805466
4279,79501,S,3 Laurie Street Newport - Construction of 4 OP Units ,Newport,,$0.00 ,HOUSING,,,,805469
4383,78468,S,Unit upgrade,Geelong,,$0.00 ,DHS,,,,805250
4384,122741,S,"Flats upgrade & maintenance works - Bill & Robinson Streets, Hawthorn",Hawthorn,,"$200,000.00 ",Housing,,,,805253
4385,106902,S,"2x2 Br Family Dewllings -  112 McIntosh Road, Altona Nth",Altona North,,$0.00 ,HOUSING,,,,805469
4386,48999,S,"37 Stuart St, Noble Park",Noble Park,,$0.00 ,HOUSING,,,,805472
4410,62261,S,"4 Singles Units, 132 David Street ,Dandenong",Dandenong,,$0.00 ,HOUSING,,,,805472
4411,87139,S,"9 x OPU @ 12-18 Fugosia Street, Doveton",Doveton,,,HOUSING,,,,805472
4412,106903,S,Construction of 3 x 1 bed singles units,Various,,$0.00 ,DHS,,,,805472
4443,107266,S,Construct 2x3 Br family house and upgrade 1x2 Br family house,Sunshine,,,HOUSING,,,,805472
4459,105836,S,"10 dunlop Ave   Design, Documentation & Tendering",Ascot Vale,,$0.00 ,HOUSING,,,,805472
4460,114154,S,4x2 & 1X3 bedroom family units,Various,,"$30,000.00 ",Housing,2000/06/01,2001/08/01,,805472
4461,106575,S,North Melbourne   Sewer Stack Replacement   76 Canning Street,,,$0.00 ,HOUSING,,,,805473
4462,82513,S,3x6BR houses for intellectually disabled residents,,,"$54,465.00 ",,1996/10/10,1999/07/31,,805500
4463,27008,S,26 older persons units Bundoora,Bundoora,,,HOUSING,,,,805526
4464,98729,S,10 Family Units at Broadmeadows,Broadmeadows,,,HOUSING,,,,805526
4465,99414,S,4 Family Units (2 Sites),,,$0.00 ,HOUSING,,,,805526
4466,89623,S,9 x older persons' units - Dandenong Nth - Hughes Cresc.,Dandenong,,$0.00 ,HOUSING,,,,805530
4467,116542,S,,"Ascot Vale, 1 Churchill Ave",,"$14,980.00 ",Housing,2000/10/19,2001/10/08,,805545
4469,92929,S,Ross   Entries and internal upgrades   Evans Street,,,,HOUSING,,,,805570
4514,88989,S,Upgrade Works - The Mews - Broadmeadows,Broadmeadows,,,HOUSING,,,,805570
4519,70277,S,"8 x 2 Br family units - 89 & 92 Couch St, Sunshine/ 25 Tarlee Dive & 5 Huntlet Crt, St Albans",Sunshine/St Albans,,,DHS,,,,805588
4647,98114,S,"8 Dual Occupancy Development Sites - Braybrook Area,",Braybrook,,$0.00 ,DHS,,,,805588
4651,98110,S,"4 Singles Sites - 9 Alwyn, 20 Riley, 91 Ashley, 10 Lord St, Sunshine",Sunshine,,,DHS,,,,805588
4674,89428,S,Broadmeadows @ Widford and Walsh Street - 4 x 2 & 1 x 4 bedrooms,Broadmeadows,,$0.00 ,HOUSING,,,,805603
4762,24687,S,21-23 Kingford Street Moe 4 x 2Br units ,,,$0.00 ,HOUSING,,,,805604
4763,56704,S,Two 2 BR family units - document and construct,,,$0.00 ,HOUSING,,,,805604
4764,70613,S,"10 Curtain Crt, Maidstone - 4 x 1 Br Singles units ",,,$0.00 ,HOUSING,,,,805604
4765,80649,S,3 older persons units - 6 Kinnane Crescent Sunshine,,,,HOUSING,,,,805604
4766,70616,S,"2 x 2 br dual occupancy family units, doc & construction ",,,$0.00 ,HOUSING,,,,805604
4767,24687,S,4 x 2 bedroom units 21/23 Kingsford Street,,,$0.00 ,HOUSING,,,,805604
4838,80650,S,Maidstone  Rooney Street - Construction of 7 Single Persons Units,,,,HOUSING,,,,805604
4904,70616,S,2 x 2 bedroom family dual occupancy development,,,$0.00 ,OOB,,,,805604
4961,70613,S,"Maidstone, 10 Curtin Court, 4 Single Units",,,$0.00 ,HOUSING,,,,805604
4962,114313,T,"1 Willow St, Werribee",Werribee,,"$338,649.00 ",Community Projects Branch,2000/07/18,2000/11/16,,800074
4963,71326,S,Broadmeadows - @ Hadfield & Mavis Courts - 17 x Older Persons Units,,,$0.00 ,HOUSING,,,,805622
4964,67084,S,"Bairnsdale, 37 Dreverman St.  14x1 OP",Bairnsdale,,,HOUSING,,,,805657
4991,67443,S,"12-14 Wirraway St & 1 Mitchell Cres, Moe",Moe,,$0.00 ,HOUSING,,,,805657
4992,54778,S,8 x 2 bdrm family units,"Morwell, 40 & 42 Sherrin St & 19 & 21Stephenson St",,"$43,500.00 ",Housing,,1997/09/15,,805657
4993,53418,S,1 X 2 & 2 X 1 Bedroom units development,,,$0.00 ,HOUSING,,,,805677
5022,48997,S,"13 Margaret Cresent, Braybrook  3 X 1BD Singles Units",,,$0.00 ,HOUSING,,,,805677
5026,76170,S,"DOVETON, 15-19 OLEANDER ST & 46-48 POWER RD, 15 OPU",,,,HOUSING,,,,805677
5027,98651,S,"Sunshine area, construction of 6 Dual Occupancy Developments (8x2BR Units & 4x3BR Units [1 Disabled])",,,,HOUSING,,,,805677
5118,89592,S,2X2 Adaptable Housing Units Developments,,,$0.00 ,HOUSING,,,,805677
5119,104353,S,"Kensington, 11 Barnett Street   Design & Documentation of 1x3 Bedroom Unit",,,$0.00 ,HOUSING,,,,805677
5120,76632,S,1 x Family Units - Wendouree,Wendouree,,,HOUSING,,,,805886
5181,78249,S,"Ballarat - CD, CA",Ballarat,,$0.00 ,HOUSING,,,,805886
5182,46922,S,2x2 Br Units - Lot 2 Fairmont Avenue Warrnambool,Warrnambool,,$0.00 ,HOUSING,,,,805886
5183,101189,S,"3 Units at 13 Goldsbrough Walk, Kensington Banks",Kensington Banks,,,DHS,,,,805588
5184,70272,S,"Construction of 4 Family Units  Lot 1 & 2 Furlong Road , St Albans",St Albans,,,DGS,,,,805595
5185,71977,S,"2 X 2 Bedroom Family Units (Disable) @ 10 Jean Avenue, Clayton",Clayton,,$0.00 ,DHS,,,,805595
5261,76092,S,"5 Opu's 7-9 Larter Street, Ballarat",Ballarat,,,HOUSING,,,,805886
5262,78271,S,"14x1 br opu's -  24 McNeill Avenue, Geelong East",Geelong East,,,HOUSING,,,,805886
5263,103629,S,Prahran   New forecourt and canopy   150 Inkerman Street,Prahran,,$0.00 ,HOUSING,,,,805685
5274,98746,S,Sunshine Area - 7 x dual occupancy developments,,,,HOUSING,,,,805700
5292,2141,S,"27 EP UNIT & CC 2, ROSE STREET PASCOE VALE ",,,$0.00 ,,,,,805712
5304,60925,S,"3 OPUS 20 Morey Street, Bentleigh",,,$0.00 ,HOUSING,,,,805712
5361,70267,S,14 Older persons units 18-20 Percy Street St Albans East,,,,HOUSING,,,,805712
5401,37118,S,Documentation & costruction of 3 x 2 Bd family units at 14 Baird Street,,,$0.00 ,HOUSING,,,,805712
5447,48318,S,Relocation of the Gill 1 Roden Street West Melbourne,,,,HOUSING,,,,805716
5497,77942,S,166 Boundary Road North Melbourne,,,,HOUSING,,,,805716
5498,77942,S,166 Boundary Road North Melbourne,,,,HOUSING,,,,805716
5499,79989,S,"Norlane - 7-17 Tennyson Street & 3-5 Blair Court,  20 x 2  & 2 x 3 Bedrooms Family Units",,,$0.00 ,HOUSING,,,,805722
5500,79989,S,"Norlane - 7-17 Tennyson Street & 3-5 Blair Court,  20 x 2  & 2 x 3 Bedrooms Family Units",,,$0.00 ,HOUSING,,,,805722
5501,71979,S,"2 X 2 Bedroom Family Units@ 1 bond Street, Clayton",Clayton,,$0.00 ,DHS,,,,805595
5549,78217,S,"Sebasopol Stage 2, Bedsit Conversion ",,,$0.00 ,HOUSING,,,,805768
5692,79825,S,"East Ballarat, 109-111 Callow St, 6x1 Bed Units",,,$0.00 ,HOUSING,,,,805768
5693,79878,S,"Ballarat area, construction of 7x1 & 2x1 OPU's",,,$0.00 ,HOUSING,,,,805768
5695,55393,S,WARRANBOOL JOINT VENTURE 27 OPU 1 COMMUNITY CENTRE,,,$0.00 ,,,,,805867
5698,68232,S,1 & 3 Koitaki Crt West Heidelberg 5 - Older persons units,,,,HOUSING,,,,805619
5873,35504,S,Marson Court Pakenham,Pakenham,,$0.00 ,DHS,,,,805726
5874,63959,S,"Special upgrading SD, DD, ",Various,,$0.00 ,HOUSING,,,,805788
5875,66072,S,"27A Blackwood Street, Carnegie - Special upgrade works",Blackwood,,$0.00 ,HOUSING,,,,805788
5933,68852,S,"1x3 & 1x2 3 Bed -  66 Prince Charles Street,  Clayton",Clayton,,$0.00 ,HOUSING,,,,805788
5934,83784,S,"571-573 North Road , Ormond, - special upgrading works",Ormond,,$0.00 ,HOUSING,,,,805788
5955,85575,S,"30 & 30a Clare Street,  Parkdale  - special upgrade works",Parkdale,,$0.00 ,HOUSING,,,,805788
5966,45991,S,10 OPU's,,,$0.00 ,Dept of Housing,,,,805807
5967,69512,S,4 x 2 BR Units ,,,$0.00 ,Dept of Housing,,,,805807
5970,107600,S,"6 OPUs & 2x4 Detached Family -33, 33A & 45 Jingella Avenue , Ashwood",Ashwood,,,Dept of Housing,,,,805807
5973,44988,S,11 X 1 Older persons BR units ,Bendigo,,,DHS,,,,805818
5974,116414,S,"1x5 & 1x2 bdr CRU- 124 Bright St, Eaglehawk",Eaglehawk,,"$21,228.00 ",Housing,,2001/09/27,,805818
5975,37334,S,Stage 2 Infa - Hotham Estate North Melbourne,North Melbourne,,$0.00 ,HOUSING,,,,805819
5976,89680,S,1 x 3 and 2 x 2 Bedroom Family Units Development,Various,,$0.00 ,HOUSING,,,,805829
5978,49536,S,"Epping - Lot 1 & 2 Aranda Place   2 x 2, & 2 x 3 Bedroom Family Units",Epping,,,HOUSING,,,,805861
6006,195847/69527,S,WERRIBEE GRANGE SEC COLLEGE STAGE 3,,,$0.00 ,OOB,,,,806086
6007,70280,S,"9 x 1 BR Older persons units, 33-37 Hotham Street, Laverton",,,,HOUSING,,,,805890
6008,18681,S,St Kilda Carlisle St. 12 EP Units,St Kilda,,$0.00 ,HOUSING,,,,805918
6191,14885,S,"East Melbourne Trinity Place,  5 OPU's ",East Melbourne,,$0.00 ,HOUSING,,,,805918
6313,23785,S,Barkly & Wilson Streets - Walk up Redevelopments Stage No.1,Brunswick,,$0.00 ,HOUSING,,,,805918
6450,113036,T,7 Detached D & C Dwellings,Various,,"$832,697.00 ",Dept of Humans Services,2000/12/28,2001/10/10,,822481
6451,26591,S,3 Riley Street Murrumbeena - Contract Admin ,Murrumbeena,,$0.00 ,HOUSING,,,,805960
6540,17526,S,57 Filbert Street Caufield Contract Admin,Caulfield,,$0.00 ,HOUSING,,,,805960
6574,89570,S,"5 Single Units, 30-32 Menzies Avenue",Dandenong North,,,HOUSING,,,,805960
